country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
India,doshiengineering.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Thailand,kohtour.com,Other,1 to 5,No,95,Travel Agency,much_info,reachable,200
India,revolnixx.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
India,giakaacapital.com,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
India,andaazfashion.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,unreachable,403
India,thesuperaccountants.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
India,finoways.com,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
United States,dreamkeyrentals.com,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,catapultonline.com,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
India,hekautech.com,Technology and Software Development,5 to 20,No,65,N/A,little_info,reachable,200
Germany,farol-hansestil.de,Other,5 to 20,No,70,Domain Registration Services,no_info,reachable,200
India,lowcodeminds.com,Technology and Software Development,1 to 5,No,75,N/A,little_info,reachable,200
India,prepzee.com,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
South Africa,k2020.digital,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
6.289396739,cbasites.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
India,smartenspaces.com,Technology and Software Development,20 to 50,No,75,N/A,little_info,reachable,200
Ukraine,skillreveal.io,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
France,datafit-solutions.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,futurewiseresearch.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Viet Nam,forintech.com,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
India,bioquestglobal.com,Healthcare,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,aristx.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,saverin.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Pakistan,amurglobal.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
India,ananyapanda.space,Other,solo,No,50,Personal Portfolio/Creative,unreachable,unreachable,SSL Error
India,tryzensolution.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
India,sgnow.in,Professional Services,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
India,edbrig.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,SSL Error
India,technagy.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
India,rotchsolutions.xyz,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
India,ghareebobazar.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
India,sghrfze.com,Other,solo,No,10,Placeholder/Test Domain,unreachable,reachable,200
India,neubergtechnology.com,Technology and Software Development,50 to 100,No,45,N/A,unreachable,unreachable,Connection Error
Georgia,luxgeorgia.com,Other,solo,No,95,Adult Services / Escorts,much_info,reachable,200
Canada,bryanphama.com,Professional Services,solo,No,50,N/A,unreachable,unreachable,Connection Error
India,resumetiger.app,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
India,shieldbyteinfosec.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
India,mudshare.com,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
Portugal,sedgwick.net.au,Professional Services,500+,No,95,Insurance Adjusting and Claims Management,much_info,reachable,200
United States,moasm.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,rommelvargas.com,Technology and Software Development,solo,No,95,N/A,no_info,reachable,200
India,iscuela.com,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
Nepal,zomome.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Viet Nam,flipjungle.com,E-commerce and Retail,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
India,equinoxedge.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
United States,claimclimbers.com,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,418
Australia,overdriverecruitment.com,Professional Services,5 to 20,No,95,Recruitment,much_info,reachable,200
Slovakia,lembrt.com,Technology and Software Development,solo,No,50,N/A,no_info,reachable,200
India,dotcouncil.org,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
Australia,cribcreative.com.au,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United States,julakanti.com,Other,solo,No,95,Personal Blog/Portfolio,much_info,reachable,200
Australia,qcsmelbourne.com,Professional Services,1 to 5,No,95,Cleaning Services,much_info,reachable,200
India,primetrace.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
India,bhullarenterprisesllc.com,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
India,egetechs.com,Logistics and Transportation,1 to 5,No,95,N/A,much_info,reachable,200
United States,cetta.io,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
United States,pbell.com,Professional Services,1 to 5,No,70,N/A,unreachable,unreachable,Timeout
United States,ledusatx.com,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
India,zymaxpharma.com,Professional Services,5 to 20,No,95,Pharmaceutical Consulting,much_info,reachable,200
United Kingdom,choco.la,Technology and Software Development,20 to 50,Yes,60,N/A,little_info,reachable,200
Germany,radiantscience.io,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Canada,mavitdigital.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
India,targetgrid.ai,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United States,carconnectautosales.com,E-commerce and Retail,5 to 20,No,70,N/A,unreachable,unreachable,Connection Error
United States,maryruthorganics.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
Hong Kong,kennedyslaw.com,Professional Services,500+,No,100,Legal Services,much_info,reachable,200
Philippines,mail2tor.com,Technology and Software Development,solo,Yes,95,N/A,unreachable,unreachable,Connection Error
Guernsey,boosttown.uk,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
India,kloudeva.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Singapore,rv-quantum.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Viet Nam,leanbase.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
India,pristineposh.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Brazil,aeroamericagroup.com,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
United States,grandvalleytutor.com,Education and e-learning,solo,No,70,N/A,little_info,reachable,200
Germany,heinrichackermann-bau.de,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
India,attoinfotech.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
India,fxpro.com,Financial Service,500+,No,95,N/A,unreachable,unreachable,403
United States,pamhq.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Germany,twentyeight.media,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,metrowestcarservice.com,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
United States,mailfence.com,Technology and Software Development,20 to 50,Yes,95,N/A,much_info,reachable,200
United States,ttg-globalgroup.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Canada,animahealth.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,ferlazzo.it,Other,solo,No,70,Domain Registrar/Hosting Service,no_info,reachable,200
United Kingdom,hellomoe.co.uk,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United Arab Emirates,arctech.pro,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
India,xenelsoft.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Australia,childsafealliance.com.au,Other,1 to 5,No,50,Child Protection / Non-profit,unreachable,unreachable,Connection Error
United Kingdom,suntopfundau.com,Financial Service,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,newmoneycompany.com,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
India,kylas.io,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,succeedsmarter.co,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Belgium,avkwinkel.nl,E-commerce and Retail,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,3layerstech.com,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Spain,groa.online,Other,solo,No,95,Personal Development and Empowerment,much_info,reachable,200
Philippines,aidus.ai,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
United States,skyvisionnyc.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
India,zulutrade.com,Financial Service,100 to 200,No,95,N/A,much_info,reachable,200
Singapore,upvuecpa.com,Professional Services,5 to 20,No,95,Accounting and Bookkeeping,much_info,reachable,200
United States,uprealltyllc.com,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United Kingdom,leabro.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
India,fpstechnologies.in,Technology and Software Development,20 to 50,No,75,N/A,little_info,reachable,200
India,couponorg.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
United States,int.pl,Technology and Software Development,20 to 50,Yes,75,N/A,little_info,reachable,200
New Zealand,beyondarchitects.co.nz,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
India,theoffshorewave.com,Professional Services,100 to 200,No,95,N/A,much_info,reachable,200
United States,classatruckin.com,Logistics and Transportation,1 to 5,No,50,N/A,unreachable,unreachable,404
India,fameninja.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Thailand,fando.ai,Technology and Software Development,1 to 5,No,60,N/A,no_info,reachable,200
United States,vluwork.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Philippines,lpb.gg,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Timeout
Sri Lanka,affordabledreams.us,Other,solo,No,95,Real Estate,unreachable,unreachable,403
United States,myclkd.id,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Philippines,civilconsol.com.au,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Australia,divegen.com.au,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
United States,massavana.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,collective-commerce-hk.com,Other,5 to 20,No,100,Domain Registrar Placeholder,no_info,reachable,200
Australia,craftybusiness.cloud,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
India,coretechplacements.in,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,ccotech.net,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Timeout
Thailand,edalem.io,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
India,hakunamatatatech.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
United Kingdom,wisewaysinstitute.com,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
Israel,localbird.io,Professional Services,5 to 20,No,95,Concierge and Hospitality Services,much_info,reachable,200
India,gtm.inc,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
United States,newt.foundation,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Netherlands,gorvat.me,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
Ukraine,netsolidinvest.com,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
Pakistan,weldo.org,Other,50 to 100,No,95,Non-profit,much_info,reachable,200
Indonesia,aboniemediagroup.com,Marketing and Advertising,1 to 5,No,70,N/A,little_info,reachable,200
Philippines,aqwire.co,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
Russian Federation,vk.com,Technology and Software Development,500+,No,100,N/A,much_info,reachable,200
India,tech-computers.com,E-commerce and Retail,5 to 20,No,40,N/A,unreachable,unreachable,Connection Error
United States,area9tea8.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
India,nextgenhardwarelimited.com,E-commerce and Retail,20 to 50,No,95,N/A,much_info,reachable,200
Belgium,digitalbry.com,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
Indonesia,voip.associates,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
India,24x7designs.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Australia,luxecosmetictattooing.com.au,Healthcare,solo,No,95,N/A,much_info,reachable,200
United Kingdom,rbphotography.online,Professional Services,solo,No,40,Photography,unreachable,unreachable,Connection Error
India,epictranscription.com,Professional Services,50 to 100,No,95,Transcription Services,much_info,reachable,200
United States,bearcateth.com,Technology and Software Development,solo,No,95,N/A,no_info,reachable,200
India,looplynks.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,403
Australia,xero.com,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
Nigeria,rackantech.com,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
United States,eylulozturk.com,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
Australia,futurasydney.com,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
India,vstartimmigrations.in,Professional Services,5 to 20,No,95,Immigration Services,much_info,reachable,200
United States,luminexagroup.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
United States,tuta.com,Technology and Software Development,50 to 100,Yes,100,N/A,much_info,reachable,200
Philippines,ph.staffoutsourcing.com,Professional Services,50 to 100,No,75,N/A,little_info,reachable,200
Japan,deiso.co.jp,Professional Services,5 to 20,No,95,Environmental Consulting and Training,much_info,reachable,200
United Kingdom,fansbase.uk,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,petrovdigital.io,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,doubt.com,Technology and Software Development,1 to 5,No,65,N/A,little_info,reachable,200
Australia,firepulseai.com,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
United States,wilmingtonaquaticclub.com,Other,1 to 5,No,75,Sports Club/Recreation,unreachable,unreachable,Timeout
Israel,toolswiss.com,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
United States,4sqinternational.com,Professional Services,50 to 100,No,70,N/A,unreachable,unreachable,Connection Error
Netherlands,risottini.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
India,hetcash.com,Financial Service,1 to 5,No,75,N/A,unreachable,unreachable,SSL Error
Hong Kong,hollo.hk,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
United States,emergemarket.com,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
India,functionatics.com,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
United States,iv.ai,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
India,nakad.co,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
India,vlifesolutions.co.uk,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
India,agentic.it,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,ge-ed.co,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
United States,smartnutritionfitclub.com,Healthcare,solo,No,95,N/A,much_info,reachable,200
Turkey,betrobot.ai,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Timeout
India,justtrademarkets.com,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
